Polarity (XLogP3), Viscosity (cP), Boiling Point (K), Surface Tension (mN/m), Concentration (g/mL),Uncoated Layer (nm),Total Thickness (nm),Bonded Thickness (nm)
0.7,0.423,350.372,24,0.1,1.321319628,0.975512364,0.450816846
0.7,0.423,350.372,24,2.943121858,1.503456549,1.93088375,0.687783482
0.7,0.423,350.372,24,0.595491763,1.48055884,1.555337374,0.267429628
0.7,0.423,350.372,24,0.150107642,1.315281952,0.672010621,0.345552598
0.7,0.423,350.372,24,9.695684139,1.574182924,3.415135529,1.0483009
0.7,0.423,350.372,24,0.1,1.31654045,0.65,0.303003174
0.7,0.423,350.372,24,0.254546764,1.468588649,1.115985326,0.356486626
0.7,0.423,350.372,24,0.179874788,1.315619685,0.677972282,0.340568658
0.7,0.423,350.372,24,1.966771673,1.500130549,1.683271851,0.651032827
0.7,0.423,350.372,24,1.013431787,1.320955301,1.257645719,0.622198311
0.7,0.423,350.372,24,0.12334942,1.326753717,0.85918877,0.39626472
0.7,0.423,350.372,24,0.296846608,1.324598227,1.022706508,0.468069022
0.7,0.423,350.372,24,1.681268656,1.493562418,1.638481694,0.641013039
0.7,0.423,350.372,24,2.869843784,1.497285156,1.896475577,0.680726524
0.7,0.423,350.372,24,3.316053305,1.48190715,2.064217874,0.747221792
0.7,0.423,350.372,24,5.431211612,1.504409444,2.364281905,1.028447684
0.7,0.423,350.372,24,0.356598025,1.321728761,0.716356297,0.346469936
0.7,0.423,350.372,24,0.164534198,1.440039397,0.885414248,0.338148116
0.7,0.423,350.372,24,2.964646847,1.478518604,1.980683368,0.704566244
0.7,0.423,350.372,24,0.319992491,1.474432449,1.106356268,0.366170653
0.7,0.423,350.372,24,0.257890077,1.470147179,1.095752946,0.402074642
0.7,0.423,350.372,24,1.985559332,1.506198697,1.760260839,0.66850945
0.7,0.423,350.372,24,0.1,1.434453767,0.842920452,0.334444367
0.7,0.423,350.372,24,0.32126975,1.465936564,1.140232011,0.361298667
0.7,0.423,350.372,24,1.835173998,1.495473897,1.692941383,0.657742251
0.7,0.423,350.372,24,0.456631774,1.468872694,1.46482187,0.25
0.7,0.423,350.372,24,0.468419881,1.31,1.057809208,0.412423329
0.7,0.423,350.372,24,0.293935661,1.469668945,1.114916168,0.355169638
0.7,0.423,350.372,24,10,1.570034872,4.21,1.051646941
0.7,0.423,350.372,24,0.140897364,1.426577198,0.959246976,0.327868469
0.7,0.423,350.372,24,5.086486023,1.486963016,2.593794362,0.987356403
0.7,0.423,350.372,24,0.508859701,1.476176548,1.163631291,0.379057021
0.7,0.423,350.372,24,0.259877682,1.468028989,1.108342931,0.395767592
0.7,0.423,350.372,24,0.366127626,1.471573281,1.162836721,0.364354533
0.7,0.423,350.372,24,0.770246338,1.487290137,1.526677818,0.309773024
0.7,0.423,350.372,24,9.826033933,1.565159238,4.171344069,1.020840619
0.7,0.423,350.372,24,1.896254751,1.49493596,1.655682905,0.64640103
0.7,0.423,350.372,24,1.900379763,1.499109076,1.72344648,0.665315177
0.7,0.423,350.372,24,1.659894045,1.474607474,1.584872395,0.664279682
0.7,0.423,350.372,24,3.239900953,1.498091988,1.893214453,0.765546792
0.7,0.423,350.372,24,0.1,1.440189047,0.813382797,0.323587309
0.7,0.423,350.372,24,0.1,1.310936362,0.65,0.333658293
0.7,0.423,350.372,24,0.134793132,1.441483191,0.893486625,0.351229239
0.7,0.423,350.372,24,0.1,1.44076307,0.874407584,0.332179793
0.7,0.423,350.372,24,0.131444372,1.434231969,0.965216634,0.311418736
0.7,0.423,350.372,24,3.030029178,1.503168191,1.962808833,0.708513777
0.7,0.423,350.372,24,0.227177615,1.314969227,0.695469805,0.362143966
0.7,0.423,350.372,24,2.969546968,1.493242349,1.835979603,0.73869426
0.7,0.423,350.372,24,0.266013158,1.474344499,1.096524271,0.391737169
0.7,0.423,350.372,24,0.1,1.313120404,0.65,0.30499642
0.7,0.423,350.372,24,0.141008564,1.31639836,0.65,0.324738787
0.7,0.423,350.372,24,2.929972255,1.500115478,1.938541565,0.694700948
0.7,0.423,350.372,24,0.212829823,1.332809189,0.688162067,0.395146539
0.7,0.423,350.372,24,9.973339505,1.58,3.640731427,1.065725144
0.7,0.423,350.372,24,10,1.58,3.659766627,1.08
0.7,0.423,350.372,24,0.1,1.430485396,0.885714929,0.284423752
0.7,0.423,350.372,24,4.899322292,1.500440965,2.252296183,0.931683269
0.7,0.423,350.372,24,2.161677237,1.507112887,1.742087733,0.678568164
0.7,0.423,350.372,24,0.113674756,1.317667191,0.65,0.313930934
0.7,0.423,350.372,24,4.868170473,1.496439035,2.217797257,0.989691693
0.7,0.423,350.372,24,0.1,1.327393521,0.65,0.37494488
0.7,0.423,350.372,24,9.980542245,1.573980448,3.633873064,1.068222094
0.7,0.423,350.372,24,0.170750892,1.465218953,1.046221941,0.357252052
0.7,0.423,350.372,24,1.971909649,1.480492459,1.67683208,0.69467767
0.7,0.423,350.372,24,4.949118778,1.474489282,2.537865779,0.976714318
0.7,0.423,350.372,24,0.26544375,1.464265242,0.898000375,0.324712065
0.7,0.423,350.372,24,0.439597184,1.451810045,1.113572532,0.331293272
0.7,0.423,350.372,24,5.159750955,1.480361686,2.594562218,0.994221188
0.7,0.423,350.372,24,5.046594746,1.478292632,2.544932621,0.972893375
0.7,0.423,350.372,24,0.834141871,1.31,1.26768915,0.637802974
0.7,0.423,350.372,24,5.164167352,1.50008417,2.325389273,0.952655337
0.7,0.423,350.372,24,0.457790653,1.469786667,1.474414066,0.25
0.7,0.423,350.372,24,5.157912058,1.479411991,2.589646302,1.008856715
0.7,0.423,350.372,24,3.033112685,1.485045006,2.007284445,0.713787623
0.7,0.423,350.372,24,9.991571426,1.56931652,4.199732601,1.031609437
0.7,0.423,350.372,24,0.1,1.43970297,0.846882242,0.33124738
0.7,0.423,350.372,24,2.95751087,1.500611516,1.827281086,0.740906409
0.7,0.423,350.372,24,0.1,1.323901134,0.65,0.359341703
0.7,0.423,350.372,24,0.302443936,1.44653562,0.945774603,0.356472802
0.7,0.423,350.372,24,0.1,1.430126911,0.913326601,0.278575798
0.7,0.423,350.372,24,0.166940279,1.46989041,1.0844456,0.340251822
0.7,0.423,350.372,24,3.014765869,1.500008911,1.850930708,0.743571016
0.7,0.423,350.372,24,0.349202505,1.469720238,1.133104466,0.418455283
0.7,0.423,350.372,24,9.855996535,1.564575717,4.176529468,1.01917127
0.7,0.423,350.372,24,2.208375246,1.502512699,1.810546648,0.688915694
0.7,0.423,350.372,24,0.138330015,1.325548482,0.66533207,0.315416411
0.7,0.423,350.372,24,9.933417686,1.58,3.609052267,1.066765488
0.7,0.423,350.372,24,9.920027856,1.58,3.601147398,1.056419746
0.7,0.423,350.372,24,1.74967028,1.492785781,1.6666149,0.650052746
0.7,0.423,350.372,24,0.462390078,1.478807822,1.450301421,0.281708559
0.7,0.423,350.372,24,0.204920732,1.46400123,0.886707137,0.320756505
0.7,0.423,350.372,24,0.143998599,1.447107365,0.911722999,0.348791696
0.7,0.423,350.372,24,0.138150661,1.31,0.961762269,0.377028202
0.7,0.423,350.372,24,0.1,1.460837568,0.849091156,0.304445322
0.7,0.423,350.372,24,0.233618266,1.464772731,0.890378618,0.316056622
0.7,0.423,350.372,24,5.081405515,1.482096631,2.561143824,0.985318562
0.7,0.423,350.372,24,2.038895102,1.497944322,1.698446098,0.656550697
0.7,0.423,350.372,24,10,1.58,3.700529333,1.08
0.7,0.423,350.372,24,9.642284919,1.559766183,4.099415081,0.996674441
0.7,0.423,350.372,24,0.206040942,1.448145906,0.899460751,0.340480159
0.7,0.423,350.372,24,1.034948614,1.335628882,1.286834253,0.60127052
0.7,0.423,350.372,24,0.37034322,1.459930253,0.907707972,0.331501057
0.7,0.423,350.372,24,2.922726823,1.501071949,1.934043392,0.6828243
0.7,0.423,350.372,24,10,1.579640048,3.670548821,1.074154906
0.7,0.423,350.372,24,0.1,1.439912456,1.002492698,0.304331386
0.7,0.423,350.372,24,9.749799542,1.577003568,3.561750565,1.049756386
0.7,0.423,350.372,24,0.1,1.437443962,0.92447137,0.294764763
0.7,0.423,350.372,24,0.605955392,1.4727196,1.505944892,0.265976527
0.7,0.423,350.372,24,0.184592066,1.31,0.993875521,0.38134325
0.7,0.423,350.372,24,2.069932786,1.499653899,1.753686816,0.683813228
0.7,0.423,350.372,24,0.1,1.419668742,0.928581429,0.325852858
0.7,0.423,350.372,24,0.1,1.43289531,0.990551966,0.306303768
0.7,0.423,350.372,24,1.971808788,1.476034853,1.671731689,0.692525202
0.7,0.423,350.372,24,0.278178948,1.468029978,1.438477216,0.25
0.7,0.423,350.372,24,0.199929376,1.328628886,0.900534196,0.396864117
0.7,0.423,350.372,24,10,1.569247888,4.21,1.032400931
0.7,0.423,350.372,24,0.49757173,1.471199532,1.17070908,0.423745031
0.7,0.423,350.372,24,0.1,1.438146138,0.994904757,0.298010904
0.7,0.423,350.372,24,0.1,1.325269258,0.829959329,0.387379069
0.7,0.423,350.372,24,4.987889577,1.494504276,2.223654959,0.99353075
0.7,0.423,350.372,24,0.1,1.430630547,0.862376799,0.349386689
0.7,0.423,350.372,24,0.89403649,1.31,1.290808316,0.635666409
0.7,0.423,350.372,24,1.353659902,1.337883681,1.386681397,0.627298181
0.7,0.423,350.372,24,3.121237554,1.504188939,1.99900198,0.706560801
0.7,0.423,350.372,24,0.1,1.437316202,0.876308932,0.354089181
0.7,0.423,350.372,24,0.931892332,1.327419305,1.261282225,0.593891233
0.7,0.423,350.372,24,1.141317418,1.31,1.341978986,0.650150809
0.7,0.423,350.372,24,9.655579579,1.570609182,3.528556065,1.042003899
0.7,0.423,350.372,24,0.415202313,1.472318963,1.116756972,0.373003196
0.7,0.423,350.372,24,10,1.569884275,4.21,1.046778233
0.7,0.423,350.372,24,0.217116442,1.321388324,1.003631113,0.470232513
0.7,0.423,350.372,24,0.1,1.437101771,0.824104675,0.320755059
0.7,0.423,350.372,24,0.267926245,1.467797515,1.413814248,0.25
0.7,0.423,350.372,24,4.985723747,1.483219584,2.5308614,0.967906248
0.7,0.423,350.372,24,2.863011997,1.481964035,1.960498706,0.701063821
0.7,0.423,350.372,24,1.830761012,1.493389464,1.640178233,0.648465218
0.7,0.423,350.372,24,10,1.58,3.534884784,1.08
0.7,0.423,350.372,24,5.115447358,1.504643239,2.302350056,0.935048575
0.7,0.423,350.372,24,0.398693377,1.47643866,1.119115777,0.359573427
0.7,0.423,350.372,24,0.264700164,1.333149883,0.934946563,0.413428116
0.7,0.423,350.372,24,2.944824492,1.496212953,1.92996844,0.695214092
0.7,0.423,350.372,24,0.1,1.46352478,0.832995161,0.301761255
0.7,0.423,350.372,24,0.1,1.440096717,0.840846936,0.330356495
0.7,0.423,350.372,24,0.685493189,1.4854172,1.522815224,0.307928715
0.7,0.423,350.372,24,0.200585134,1.425430822,0.976520604,0.323735451
0.7,0.423,350.372,24,9.810027703,1.58,3.609460015,1.060330532
0.7,0.423,350.372,24,0.287882425,1.474878632,1.117529373,0.402176954
0.7,0.423,350.372,24,0.837691342,1.328204362,1.236064515,0.579078729
0.7,0.423,350.372,24,0.242400593,1.329612142,0.923640367,0.41521727
0.7,0.423,350.372,24,0.101698896,1.440800352,0.892097752,0.348664675
0.7,0.423,350.372,24,0.839330676,1.31,1.266591062,0.619971191
0.7,0.423,350.372,24,2.075882852,1.502621936,1.747504172,0.67411816
0.7,0.423,350.372,24,10,1.576024904,4.21,1.041060306
0.7,0.423,350.372,24,1.874566288,1.494315875,1.701949896,0.663691458
0.7,0.423,350.372,24,0.691084093,1.476956879,1.538818063,0.256925333
0.7,0.423,350.372,24,0.202633636,1.469789223,1.105692465,0.34255626
0.7,0.423,350.372,24,1.037536781,1.31,1.322615475,0.645245297
0.7,0.423,350.372,24,2.940330513,1.479643166,1.976589203,0.698624127
0.7,0.423,350.372,24,2.928567311,1.483112406,1.966110049,0.689869226
0.7,0.423,350.372,24,4.723638318,1.494943926,2.171388477,0.966908833
0.7,0.423,350.372,24,0.430227418,1.315097266,1.052072969,0.497404049
0.7,0.423,350.372,24,0.1,1.315709339,0.953488948,0.451729512
0.7,0.423,350.372,24,0.1,1.463508958,0.859674381,0.302878443
0.7,0.423,350.372,24,0.53277628,1.335375389,1.00684713,0.433122615
0.7,0.423,350.372,24,10,1.571491499,4.21,1.037106113
0.7,0.423,350.372,24,0.1,1.441039231,0.961442469,0.307177028
0.7,0.423,350.372,24,10,1.572607365,4.21,1.041088457
0.7,0.423,350.372,24,0.149960481,1.312243378,0.65,0.346257553
0.7,0.423,350.372,24,0.854234635,1.312829264,1.180753972,0.600774368
0.7,0.423,350.372,24,0.897059898,1.310650963,1.282517195,0.627581851
0.7,0.423,350.372,24,0.163184617,1.468239498,1.09745943,0.337586026
0.7,0.423,350.372,24,0.357508392,1.472196539,1.093998645,0.356993305
0.7,0.423,350.372,24,0.1,1.439283193,0.887467166,0.349982939
0.7,0.423,350.372,24,0.283480817,1.313551534,1.014181537,0.384347342
0.7,0.423,350.372,24,9.837713238,1.567870835,4.176220807,1.014564746
0.7,0.423,350.372,24,0.128661934,1.46782037,1.337987613,0.258995037
0.7,0.423,350.372,24,1.93938112,1.47899045,1.660042814,0.690684229
0.7,0.423,350.372,24,1.899655844,1.475467093,1.651414841,0.674882013
0.7,0.423,350.372,24,5.057843616,1.501393957,2.295712948,0.953241607
0.7,0.423,350.372,24,0.157643073,1.474646285,1.101605018,0.332281839
0.7,0.423,350.372,24,3.010378464,1.49686781,1.830942827,0.744317651
0.7,0.423,350.372,24,3.082467439,1.499613184,1.869449099,0.754435425
0.7,0.423,350.372,24,1.213196446,1.325605657,1.305840039,0.616704851
0.7,0.423,350.372,24,4.952811764,1.496442405,2.263351445,0.934366828
0.7,0.423,350.372,24,9.975336477,1.575356401,4.21,1.027395915
0.7,0.423,350.372,24,4.965523265,1.479591966,2.540564065,0.979568383
0.7,0.423,350.372,24,10,1.578311046,4.21,1.044952071
0.7,0.423,350.372,24,0.1,1.426547559,0.929194525,0.311465421
0.7,0.423,350.372,24,1.031410143,1.333323706,1.297729216,0.608060156
0.7,0.423,350.372,24,0.192950824,1.439700713,1.003575104,0.307982378
0.7,0.423,350.372,24,0.306833376,1.31,0.992924011,0.401813323
0.7,0.423,350.372,24,5.070881733,1.477728122,2.558182254,0.994744405
0.7,0.423,350.372,24,4.928153326,1.505592475,2.270375746,0.933070901
0.7,0.423,350.372,24,5.23999962,1.504873791,2.310237928,1.008227485
0.7,0.423,350.372,24,0.144714145,1.435684718,1.009526219,0.307404431
0.7,0.423,350.372,24,2.137206397,1.502661811,1.776857232,0.680366544
0.7,0.423,350.372,24,5.033118961,1.502522562,2.253468531,0.985580744
0.7,0.423,350.372,24,10,1.58,3.542109869,1.08
0.7,0.423,350.372,24,10,1.566551033,4.21,1.042026996
0.7,0.423,350.372,24,1.055571791,1.322987512,1.23631692,0.614781265
0.7,0.423,350.372,24,9.955080848,1.577671826,3.632646431,1.075622187
0.7,0.423,350.372,24,2.266346063,1.509022091,1.771591537,0.681532876
0.7,0.423,350.372,24,10,1.572493871,4.21,1.043653353
0.7,0.423,350.372,24,0.1,1.437582754,0.880190742,0.353697126
0.7,0.423,350.372,24,0.250444307,1.321059473,1.017826166,0.467747947
0.7,0.423,350.372,24,3.112253167,1.48326079,2.012819084,0.72596441
0.7,0.423,350.372,24,9.925672304,1.573501966,3.471252315,1.070358749
0.7,0.423,350.372,24,0.10774431,1.439298045,0.887842967,0.354312814
0.7,0.423,350.372,24,2.050449161,1.501915936,1.759662603,0.677197218
0.7,0.423,350.372,24,9.687107421,1.573047692,3.529091992,1.044426343
0.7,0.423,350.372,24,1.999312308,1.48321774,1.69560751,0.690013969
0.7,0.423,350.372,24,1.925729254,1.500116113,1.66636835,0.653015245
0.7,0.423,350.372,24,0.246376454,1.461002183,0.896401468,0.326792848
0.7,0.423,350.372,24,2.858276145,1.500370211,1.810517224,0.7279153
0.7,0.423,350.372,24,0.1,1.455238164,0.808603822,0.304871236
0.7,0.423,350.372,24,2.858152447,1.498710564,1.900376529,0.686178547
0.7,0.423,350.372,24,0.266275488,1.317858161,1.014165359,0.395193198
0.7,0.423,350.372,24,10,1.571684617,4.21,1.033695079
0.7,0.423,350.372,24,0.227187859,1.474068031,1.096453673,0.402028316
0.7,0.423,350.372,24,4.904353817,1.498032841,2.212691623,0.984381626
0.7,0.423,350.372,24,3.21450626,1.503755215,2.00919122,0.711272901
0.7,0.423,350.372,24,2.965965105,1.474444744,1.964270141,0.710478868
0.7,0.423,350.372,24,2.195786801,1.512325726,1.804403905,0.689345823
0.7,0.423,350.372,24,0.136181229,1.330206382,0.66350843,0.393689347
0.7,0.423,350.372,24,0.266386512,1.469043436,1.070092592,0.352813088
0.7,0.423,350.372,24,1.096963947,1.310950563,1.341006706,0.648066168
0.7,0.423,350.372,24,0.217995213,1.44275444,0.898709808,0.355784883
0.7,0.423,350.372,24,0.484405295,1.475892876,1.198222027,0.375547117
0.7,0.423,350.372,24,0.417745501,1.335021,0.966359175,0.425812716
0.7,0.423,350.372,24,0.1,1.31,0.65,0.320769738
0.7,0.423,350.372,24,0.693493769,1.486199129,1.532838887,0.30357888
0.7,0.423,350.372,24,1.82896675,1.496072342,1.640835979,0.646969715
0.7,0.423,350.372,24,0.268277069,1.322017145,0.699533897,0.32888157
0.7,0.423,350.372,24,5.06684253,1.481254253,2.562371866,0.98378964
0.7,0.423,350.372,24,0.1,1.458656209,0.856830558,0.30841012
0.7,0.423,350.372,24,9.963797452,1.572845064,3.611357195,1.068361666
0.7,0.423,350.372,24,1.898195938,1.502373626,1.666138986,0.656719099
0.7,0.423,350.372,24,2.009159084,1.480285576,1.682000453,0.690669618
0.7,0.423,350.372,24,3.255128133,1.477583373,2.033605497,0.730294133
0.7,0.423,350.372,24,2.002156436,1.482172478,1.688246713,0.687226354
0.7,0.423,350.372,24,2.151261037,1.485999727,1.729940233,0.70611985
0.7,0.423,350.372,24,0.190469909,1.439018672,1.035124657,0.315034257
0.7,0.423,350.372,24,0.100198879,1.324554919,0.65,0.308926497
0.7,0.423,350.372,24,9.823798032,1.565596591,4.155544221,1.007822819
0.7,0.423,350.372,24,0.103768757,1.46461721,1.096133345,0.350438462
0.7,0.423,350.372,24,0.1,1.427738531,0.940390202,0.304556401
0.7,0.423,350.372,24,0.132650971,1.436593731,0.979407041,0.311214886
0.7,0.423,350.372,24,0.1,1.438353188,0.991681227,0.303068631
0.7,0.423,350.372,24,9.803994142,1.578991111,3.580903233,1.055973894
0.7,0.423,350.372,24,4.998420855,1.495717755,2.26998533,0.943810469
0.7,0.423,350.372,24,0.340985087,1.331258564,0.949138518,0.423814093
0.7,0.423,350.372,24,0.1,1.331608394,0.660194409,0.397448239
0.7,0.423,350.372,24,4.817722697,1.493743033,2.236738972,0.92140421
0.7,0.423,350.372,24,0.803689532,1.324842312,1.225276818,0.584423755
0.7,0.423,350.372,24,0.153434044,1.31,0.972675658,0.378013703
0.7,0.423,350.372,24,1.338672579,1.337225552,1.386295366,0.624703815
0.7,0.423,350.372,24,4.972397651,1.477281248,2.514724881,0.970074009
0.7,0.423,350.372,24,2.731242083,1.488044058,1.851395053,0.688366459
0.7,0.423,350.372,24,2.993404149,1.503864839,1.958112602,0.70203293
0.7,0.423,350.372,24,1.866275985,1.499128913,1.660882217,0.645504006
0.7,0.423,350.372,24,0.333054983,1.473295972,1.121559552,0.399452713
0.7,0.423,350.372,24,0.32423474,1.476994436,1.413105196,0.271383275
0.7,0.423,350.372,24,0.103946177,1.441836358,0.879483273,0.348301285
0.7,0.423,350.372,24,0.289547756,1.440435645,0.934497251,0.354666342
0.7,0.423,350.372,24,10,1.58,3.68096973,1.072318304
0.7,0.423,350.372,24,2.974533942,1.474707536,1.983830684,0.719058797
0.7,0.423,350.372,24,0.1,1.438730436,0.831106894,0.32617227
0.7,0.423,350.372,24,0.364961579,1.332021575,0.958368483,0.417471253
0.7,0.423,350.372,24,0.298335789,1.433063094,1.020068055,0.329759605
0.7,0.423,350.372,24,1.992643769,1.479506148,1.669797126,0.692869317
0.7,0.423,350.372,24,5.096519256,1.503631245,2.294350453,1.005605711
0.7,0.423,350.372,24,0.1,1.440116355,0.870282832,0.344787803
0.7,0.423,350.372,24,0.41097661,1.483348117,1.445721381,0.279311521
0.7,0.423,350.372,24,3.177173937,1.496592193,1.971926154,0.721135983
0.7,0.423,350.372,24,0.258975592,1.330940974,0.901832699,0.409651073
0.7,0.423,350.372,24,2.297389517,1.488084229,1.770595085,0.710534105
0.7,0.423,350.372,24,4.941431855,1.49233051,2.225188656,0.993213526
0.7,0.423,350.372,24,0.1,1.31,0.65,0.316192802
0.7,0.423,350.372,24,5.007938508,1.473707315,2.547640803,0.988188449
0.7,0.423,350.372,24,0.112727763,1.421640935,0.938260755,0.327062231
0.7,0.423,350.372,24,4.587650363,1.491248006,2.149747852,0.911010828
0.7,0.423,350.372,24,0.1,1.429382189,0.948409567,0.321650668
0.7,0.423,350.372,24,0.469876455,1.480601005,1.43983386,0.292923619
0.7,0.423,350.372,24,0.137114401,1.326165353,0.874782209,0.39304671
0.7,0.423,350.372,24,3.033957319,1.503621638,1.96706987,0.692662354
0.7,0.423,350.372,24,2.981622454,1.501950562,1.931436174,0.690654101
0.7,0.423,350.372,24,1.130109136,1.323257266,1.272238457,0.630590792
0.7,0.423,350.372,24,10,1.573327829,4.21,1.034649066
0.7,0.423,350.372,24,4.88156683,1.499116533,2.252174583,0.927038095
0.7,0.423,350.372,24,1.846756871,1.50428361,1.660388241,0.640217156
0.7,0.423,350.372,24,0.635955473,1.482194329,1.566067995,0.274183171
0.7,0.423,350.372,24,0.1,1.427518889,0.934124209,0.307323073
0.7,0.423,350.372,24,9.94415722,1.577393291,3.487858516,1.074650224
0.7,0.423,350.372,24,0.443920552,1.481787038,1.502809426,0.258090364
0.7,0.423,350.372,24,0.943641496,1.330115286,1.255563228,0.601712694
0.7,0.423,350.372,24,10,1.58,3.683901908,1.08
0.7,0.423,350.372,24,0.160094382,1.436158935,0.879137078,0.349275972
0.7,0.423,350.372,24,0.232540644,1.432084668,0.997094042,0.334689546
0.7,0.423,350.372,24,0.331985485,1.434529889,1.025198427,0.337999672
0.7,0.423,350.372,24,0.1,1.325448325,0.847341514,0.383310575
0.7,0.423,350.372,24,2.049933438,1.498100027,1.743756607,0.683284046
0.7,0.423,350.372,24,0.16946581,1.329928576,0.872357298,0.412248727
0.7,0.423,350.372,24,0.189454294,1.461101794,0.879879211,0.309993602
0.7,0.423,350.372,24,5.175528123,1.482267372,2.596776873,0.991916662
0.7,0.423,350.372,24,9.913811415,1.58,3.621047058,1.065680232
0.7,0.423,350.372,24,2.998694566,1.501561406,1.838354364,0.751254379
0.7,0.423,350.372,24,0.767265346,1.31,1.271923672,0.615128169
0.7,0.423,350.372,24,2.330900668,1.50923749,1.848237597,0.695920815
0.7,0.423,350.372,24,0.467756187,1.478752558,1.453277854,0.295602445
